City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,novyy urengoy,66.0833,76.6333,-23.62,93,95,6.94,RU,1710931163
365,kayangel,8.0823,134.7173,27.8,76,97,6.49,PW,1710931164
366,plantation,26.1342,-80.2318,18.34,87,75,2.57,US,1710931165
367,mitu,1.1983,-70.1733,22.68,98,86,0.22,CO,1710931166
368,grand-bassam,5.2118,-3.7388,29.98,67,76,3.57,CI,1710931168
369,anna regina,7.2644,-58.5077,26.39,76,88,3.79,GY,1710930956
370,pangody,65.85,74.4859,-22.28,92,98,6.72,RU,1710931169
371,leticia,-4.2153,-69.9406,25.03,100,75,1.03,CO,1710931170
372,dalandzadgad,43.5708,104.425,8.7,20,15,6.14,MN,1710931171
373,vilyuysk,63.7553,121.6247,-13.89,92,95,2.24,RU,1710931172
374,bouza,14.4229,6.0428,32.03,8,72,7.26,NE,1710931173
375,chateau-du-loir,47.6949,0.4185,16.21,71,100,3.17,FR,1710931174
376,queenstown,-31.8976,26.8753,27.05,32,99,3.2,ZA,1710930951
377,moab,38.5733,-109.5498,6.94,42,0,1.77,US,1710931176
378,askoy,60.4092,5.226,7.2,100,75,1.54,NO,1710931177
379,yeppoon,-23.1333,150.7333,25.88,81,70,6.34,AU,1710931177
380,necochea,-38.5473,-58.7368,20.83,94,93,2.85,AR,1710931178
381,ternate,0.8,127.4,27.38,83,93,4.04,ID,1710931179
382,axim,4.8699,-2.2405,30.73,68,79,3.73,GH,1710931180
383,ginir,7.1333,40.7,27.73,27,82,6.54,ET,1710930973
384,yeniseysk,58.4497,92.1703,-4.47,76,100,4.02,RU,1710931182
385,vanimo,-2.6741,141.3028,25.5,91,97,4.39,PG,1710931183
386,nova sintra,14.8667,-24.7167,19.69,75,0,9.16,CV,1710931184
387,auburn hills,42.6875,-83.2341,2.0,85,100,9.26,US,1710931185
388,north bend,43.4065,-124.2243,10.14,87,100,2.06,US,1710931186
389,ishim,56.1128,69.4902,-1.65,89,55,4.47,RU,1710931187
390,camacari,-12.6975,-38.3242,27.87,74,99,1.89,BR,1710931188
391,tibu,8.639,-72.7358,25.1,81,96,0.55,CO,1710931189
392,sambava,-14.2667,50.1667,28.56,76,67,3.94,MG,1710931190
393,conception bay south,47.4999,-52.9981,0.37,88,75,7.72,CA,1710931190
394,isangel,-19.55,169.2667,24.41,92,100,3.9,VU,1710931191
395,canyon lake,29.8752,-98.2625,12.59,81,100,0.45,US,1710931192
396,caleta de carquin,-11.0925,-77.6267,21.49,88,74,3.96,PE,1710931193
397,camocim,-2.9022,-40.8411,26.37,87,100,2.0,BR,1710931194
398,kharp,66.8014,65.8081,-17.19,84,3,3.17,RU,1710931195
399,kasama,-10.2129,31.1808,23.17,73,97,2.5,ZM,1710931080
400,alaghsas,17.0187,8.0168,29.94,10,3,10.29,NE,1710930928
401,mossel bay,-34.1831,22.146,25.96,77,66,7.83,ZA,1710931197
402,gadzhiyevo,69.2551,33.3362,-3.06,86,100,3.89,RU,1710931200
403,jamaame,0.0697,42.745,35.22,41,89,7.8,SO,1710931069
404,san mariano,7.5,126.0,23.78,88,82,1.77,PH,1710931202
405,blackwater,-23.5833,148.8833,25.34,69,74,6.25,AU,1710931203
406,sinabang,2.4803,96.3801,26.59,87,100,1.62,ID,1710931204
407,saipan,15.1355,145.701,25.39,73,0,2.57,MP,1710931021
408,komatipoort,-25.4332,31.9548,30.03,49,59,2.15,ZA,1710931206
409,cole harbour,44.6724,-63.4751,-0.29,79,20,3.09,CA,1710931206
410,saryozek,44.3583,77.9753,10.89,58,100,0.35,KZ,1710931207
411,tselinnoye,53.0833,85.6667,0.14,97,100,3.93,RU,1710931208
412,patan,27.6667,85.3333,12.21,87,75,1.03,NP,1710931197
413,loikaw,19.6742,97.2094,30.57,26,42,2.82,MM,1710931211
414,langsa,4.4683,97.9683,28.17,74,100,1.41,ID,1710931212
415,nuuk,64.1835,-51.7216,-7.66,73,75,13.38,GL,1710931212
416,hilo,19.7297,-155.09,18.85,90,100,3.09,US,1710931213
417,urangan,-25.3,152.9,25.67,84,37,3.58,AU,1710931214
418,nova olimpia,-14.7972,-57.2881,25.96,78,88,0.81,BR,1710931215
419,hithadhoo,-0.6,73.0833,28.99,68,36,5.62,MV,1710931217
420,skelleftea,64.7507,20.9528,3.2,70,0,3.6,SE,1710931219
421,keflavik,64.0049,-22.5624,2.95,93,100,7.2,IS,1710931220
422,tateyama,34.9833,139.8667,9.5,45,86,15.52,JP,1710931200
423,touros,-5.1989,-35.4608,29.48,68,16,5.28,BR,1710931222
424,nadym,65.5333,72.5167,-20.02,87,90,6.9,RU,1710931223
425,san antonio de pale,-1.4014,5.6325,28.67,71,97,2.01,GQ,1710931224
426,pacocha,-17.5833,-71.3333,21.08,73,20,5.14,PE,1710931225
427,ludington,43.9553,-86.4526,-0.9,58,100,7.72,US,1710931226
428,yuzhno-kurilsk,44.0306,145.8556,-3.73,93,84,3.18,RU,1710931227
429,nouadhibou,20.931,-17.0347,20.99,68,0,11.83,MR,1710931228
430,igarka,67.4667,86.5833,-12.56,94,100,0.96,RU,1710931229
431,turinskaya sloboda,57.6232,64.3858,1.94,81,64,3.24,RU,1710931230
432,concepcion,-36.827,-73.0498,13.89,100,100,6.17,CL,1710931232
433,fort bragg,35.139,-79.006,7.68,59,0,2.06,US,1710931233
434,sergach,55.5308,45.4661,0.37,99,86,0.82,RU,1710931235
435,zakharivka,47.3333,29.75,2.97,98,100,4.49,UA,1710931236
436,abqaiq,25.9371,49.6776,25.49,35,66,8.96,SA,1710931236
437,ippy,6.2679,21.2247,31.62,36,100,2.1,CF,1710930945
438,zeya,53.75,127.2667,-10.84,84,23,1.66,RU,1710931238
439,new norfolk,-42.7826,147.0587,10.72,79,19,1.55,AU,1710931239
440,mariental,-24.6333,17.9667,34.97,18,49,3.4,NA,1710931240
441,opuwo,-18.0607,13.84,34.61,24,9,6.29,NA,1710931204
442,ouesso,1.6136,16.0517,35.14,41,99,1.14,CG,1710931067
443,mhamid,29.82,-5.72,28.84,10,89,3.3,MA,1710931244
444,midvagur,62.0511,-7.1939,5.46,81,75,5.66,FO,1710931245
445,beloyarskiy,63.7119,66.6722,-7.78,83,61,4.02,RU,1710931246
446,haiku-pauwela,20.9219,-156.3051,20.58,79,20,5.66,US,1710931247
447,funafuti,-8.5243,179.1942,29.0,79,20,1.03,TV,1710931248
448,laguna,38.421,-121.4238,13.03,80,0,3.6,US,1710931249
449,khodoriv,49.4066,24.3136,3.35,91,100,3.06,UA,1710931250
450,vila velha,-20.3297,-40.2925,27.19,85,20,1.79,BR,1710931251
451,metlili chaamba,32.2667,3.6333,24.52,18,0,4.12,DZ,1710931252
452,prineville,44.2999,-120.8345,10.9,81,54,1.25,US,1710931252
453,portland,45.5234,-122.6762,9.78,90,44,0.45,US,1710931254
454,dunedin,-45.8742,170.5036,8.78,72,0,3.13,NZ,1710931204
455,belper,53.0233,-1.4812,12.82,94,100,3.68,GB,1710931256
456,amahai,-3.3333,128.9167,27.23,83,97,3.13,ID,1710931257
457,damavand,35.7178,52.065,7.9,50,62,9.26,IR,1710931257
458,samfya,-11.3649,29.5565,25.6,67,69,3.04,ZM,1710931258
459,san juanito,28.0,-107.5833,2.36,54,65,2.54,MX,1710931260
460,acarau,-2.8856,-40.12,27.26,81,100,2.19,BR,1710931261
461,holualoa,19.6228,-155.9522,20.91,92,40,2.06,US,1710931262
462,belel,7.05,14.4333,31.11,14,100,3.82,CM,1710931263
463,rawai,7.7797,98.3253,36.06,39,6,6.32,TH,1710931264
464,ludvika,60.1496,15.1878,3.11,100,100,0.71,SE,1710931265
465,forbes,-33.3833,148.0167,18.26,26,73,4.07,AU,1710931266
466,yurimaguas,-5.9,-76.0833,21.43,99,72,0.73,PE,1710931267
467,cannonvale,-20.2833,148.7,26.66,79,100,6.97,AU,1710931268
468,rio grande,-32.035,-52.0986,25.06,90,70,5.37,BR,1710931269
469,piranhas,-16.4269,-51.8222,25.28,82,97,0.2,BR,1710931270
470,newton,42.337,-71.2092,4.22,67,100,7.2,US,1710931271
471,vorkuta,67.5,64.0,-20.05,93,8,0.78,RU,1710931272
472,fethiye,36.6217,29.1164,17.93,47,88,2.13,TR,1710931274
473,stranraer,54.9023,-5.0273,6.88,90,100,6.51,GB,1710931275
474,campobello di mazara,37.6358,12.7443,18.37,71,15,3.58,IT,1710931276
475,andergrove,-21.0833,149.1833,25.8,78,90,5.81,AU,1710931277
476,mezzouna,34.5776,9.8419,21.73,38,2,2.4,TN,1710931278
477,mount gambier,-37.8333,140.7667,9.56,69,2,1.91,AU,1710931120
478,betio village,1.358,172.9211,28.02,82,23,5.8,KI,1710931282
479,puerto armuelles,8.2833,-82.8667,26.16,86,100,1.34,PA,1710931283
480,urkarakh,42.163,47.6307,1.17,96,100,2.11,RU,1710931284
481,singa,13.15,33.9333,37.65,22,54,5.63,SD,1710931285
482,north battleford,52.7834,-108.2847,-14.95,66,0,4.12,CA,1710931286
483,robertsport,6.7533,-11.3686,28.31,77,83,2.2,LR,1710931287
484,champerico,14.3,-91.9167,27.06,72,48,1.04,GT,1710931288
485,tanjung pandan,-2.75,107.65,27.35,79,89,4.01,ID,1710931289
486,chunskiy,56.0815,99.6342,1.49,91,98,3.35,RU,1710931290
487,khandyga,62.6667,135.6,-4.23,93,100,6.02,RU,1710931292
488,petauke,-14.2426,31.3253,27.87,51,99,2.54,ZM,1710931292
489,tamanrasset,22.785,5.5228,23.95,9,0,2.06,DZ,1710931293
490,noumea,-22.2763,166.4572,26.11,99,80,4.93,NC,1710931294
491,thunder bay,48.4001,-89.3168,-13.01,52,20,8.75,CA,1710931168
492,tulun,54.5611,100.5792,0.59,99,100,1.89,RU,1710931297
493,punta del este,-34.9667,-54.95,23.06,87,100,8.23,UY,1710931298
494,alo,7.4178,6.7371,38.32,29,87,1.3,NG,1710931299
495,ancud,-41.8697,-73.8203,8.95,78,37,4.58,CL,1710931300
496,sevlievo,43.0258,25.1136,13.34,45,9,4.88,BG,1710931301
497,ezhva,61.8128,50.7283,6.88,23,0,4.0,RU,1710931302
498,lashio,22.9333,97.75,29.8,24,24,2.26,MM,1710931303
499,conde,-7.2597,-34.9075,26.7,89,20,2.06,BR,1710931304
500,worcester,42.3334,-71.8328,2.51,75,100,3.6,US,1710931305
501,port lincoln,-34.7333,135.8667,16.06,59,1,7.05,AU,1710931306
502,okha,53.5739,142.9478,-7.18,91,100,3.69,RU,1710931307
503,onguday,50.75,86.15,2.92,91,100,0.65,RU,1710931308
504,saudarkrokur,65.7461,-19.6394,-3.14,85,98,3.11,IS,1710931310
505,siwa oasis,29.2041,25.5195,25.94,18,0,5.33,EG,1710931311
506,tazacorte,28.629,-17.9293,19.53,73,75,9.26,ES,1710931312
507,turpan,42.9333,89.1667,19.0,13,100,2.52,CN,1710931313
508,tozkhurmato,34.8905,44.6299,19.37,37,18,5.22,IQ,1710931314
509,pangkalanbuun,-2.6833,111.6167,26.82,86,89,1.92,ID,1710931315
510,launceston,-41.45,147.1667,11.8,50,4,4.12,AU,1710931234
511,aras-asan,8.8908,126.3033,26.14,83,98,4.08,PH,1710931316
512,gebeit,21.0667,36.3167,26.84,17,96,4.76,SD,1710931318
513,saint-felicien,48.6501,-72.4491,-10.62,85,40,1.54,CA,1710931319
514,prince albert,53.2001,-105.7677,-15.03,66,20,2.06,CA,1710931320
515,trenggalek,-8.05,111.7167,26.46,84,26,0.49,ID,1710931321
516,hadithah,34.1397,42.3781,20.61,30,2,2.6,IQ,1710931322
517,cody,44.5263,-109.0565,4.25,80,0,3.09,US,1710931323
518,jimenez,28.3333,-105.4,13.45,20,100,1.59,MX,1710931324
519,tzaneen,-23.8332,30.1635,32.75,36,11,4.05,ZA,1710931325
520,kill devil hills,36.0307,-75.676,9.43,58,0,5.14,US,1710931326
521,bayanhongor,46.7167,100.1167,-11.08,79,80,1.76,MN,1710931327
522,plettenberg bay,-34.0527,23.3716,23.54,71,94,7.1,ZA,1710931328
523,lae,-6.7221,146.9847,26.96,88,87,1.96,PG,1710931329
524,ndola,-12.9587,28.6366,25.52,66,50,3.05,ZM,1710931330
525,corner brook,48.9667,-57.9484,-0.91,94,76,0.97,CA,1710931332
526,huanren,41.2647,125.3667,-0.31,36,36,1.48,CN,1710931303
527,port isabel,26.0734,-97.2086,19.45,83,100,2.57,US,1710931334
528,mallasamudram,11.4833,78.0333,36.58,19,0,2.12,IN,1710931335
529,barela,23.1,80.05,32.45,25,40,4.12,IN,1710931336
530,murun-kuren,49.6342,100.1625,2.02,50,100,4.14,MN,1710931337
531,xinzo de limia,42.0635,-7.7246,15.27,72,87,1.8,ES,1710931338
532,casper,42.8666,-106.3131,-3.67,86,0,4.12,US,1710931338
533,saint-francois,46.4154,3.9054,18.71,60,0,1.54,FR,1710931339
534,delta,5.5,6.0,33.8,53,90,0.29,NG,1710931210
535,mar del plata,-38.0023,-57.5575,19.49,93,100,10.29,AR,1710931342
536,nizhnesortymskiy,62.4397,71.7603,-9.34,79,74,5.33,RU,1710931343
537,quinte west,44.1834,-77.5662,1.41,86,40,5.14,CA,1710931344
538,aksu,41.1231,80.2644,16.63,13,53,0.82,CN,1710931345
539,punta gorda,26.9298,-82.0454,14.44,88,0,5.81,US,1710931346
540,ikot ekpene,5.1794,7.7108,35.1,47,98,1.29,NG,1710931347
541,cidreira,-30.1811,-50.2056,24.6,92,38,5.33,BR,1710931348
542,kwang binh,17.4833,106.6,19.79,90,100,5.3,VN,1710931263
543,marovoay,-16.1,46.6333,34.26,51,28,0.58,MG,1710931055
544,saint-pierre,-21.3393,55.4781,30.82,66,75,3.09,RE,1710931351
545,komsomol'skiy,43.9783,46.6985,7.04,68,100,4.01,RU,1710931352
546,laibin,23.7,109.2667,17.92,60,99,0.5,CN,1710931354
547,shetpe,44.1667,52.1167,5.02,96,100,8.77,KZ,1710931355
548,alagon,41.7696,-1.1191,22.67,59,0,6.17,ES,1710931356
549,cuilapan de guerrero,17.0,-96.7667,17.33,86,100,1.84,MX,1710931357
550,muromtsevo,56.3724,75.2418,-0.71,87,97,4.85,RU,1710931358
551,ceeldheer,3.8488,47.1806,32.29,47,46,7.31,SO,1710931359
552,maun,-19.9833,23.4167,37.24,17,0,5.31,BW,1710931360
553,crane,31.3974,-102.3501,9.38,76,99,4.62,US,1710931361
554,homer,59.6425,-151.5483,1.94,87,100,0.0,US,1710931362
555,tchintabaraden,15.8969,5.7985,32.46,8,0,5.77,NE,1710931363
556,sabang,5.8933,95.3214,28.82,72,97,7.21,ID,1710931364
